,id,artist,title,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
27,03PCwlvQAMDx45JR3LvECo,Olly Murs,Stevie Knows,Never Been Better (Special Edition),30,0.701,0.878,2,-4.12,1,0.0681,0.012,0.0,0.0473,0.889,113.994,191173,4
28,03RB6sqBAJj0uulnLkyjtG,Jay Tastic,Call My Number,Call My Number,44,0.879,0.514,2,-5.38,0,0.0469,0.266,3.2500000000000004e-05,0.0585,0.397,122.976,136585,4
29,03VbBcRhqaoH04MMlxlGIC,Roland Toubin,Presque l'amour,Presque l'amour,59,0.435,0.031,8,-25.814,1,0.0373,0.991,0.9540000000000001,0.0997,0.19699999999999998,110.152,142719,4
30,03j354P848KtNU2FVSwkDG,The Weeknd,Real Life,Beauty Behind The Madness,61,0.581,0.652,11,-5.039,0,0.0496,0.439,0.0,0.35100000000000003,0.358,90.634,223373,4
31,03oindyHdbAcUi7Pig4cEv,Dualities,No Trouble,No Trouble,56,0.654,0.851,4,-3.516,1,0.0478,0.11900000000000001,0.0,0.31,0.695,124.037,175161,4
32,03tqyYWC9Um2ZqU0ZN849H,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),Flockaveli,75,0.76,0.595,1,-6.3660000000000005,1,0.0391,0.0054399999999999995,0.0,0.24100000000000002,0.361,131.497,263773,4
33,047fCsbO4NdmwCBn8pcUXl,Drake,Marvins Room,Take Care (Deluxe),74,0.49200000000000005,0.26,9,-17.340999999999998,0,0.0921,0.6459999999999999,0.0017800000000000001,0.0705,0.312,111.51899999999999,347227,5
34,04CttTezSnv71USiiG9mIo,Hearts & Colors,Lighthouse - Andrelli Remix,Lighthouse (Andrelli Remix),56,0.595,0.662,11,-6.858,0,0.0362,0.0178,0.0,0.0804,0.41700000000000004,96.053,218447,4
35,04MLEeAMuV9IlHEsD8vF6A,French Montana,No Stylist (feat. Drake),No Stylist,72,0.765,0.7040000000000001,5,-4.5889999999999995,0,0.127,0.0215,0.0,0.22699999999999998,0.498,147.055,192172,4
36,04VPp8rNmgrmbxxoSR36xq,Green Day,21 Guns,21 Guns EP,27,0.26,0.7190000000000001,5,-4.765,1,0.0364,0.048,0.0,0.45399999999999996,0.419,159.072,322040,4
37,04amRUbvDaUMmE9U4Vs48E,Said the Sky,Just Us,Wide-Eyed,51,0.7509999999999999,0.581,7,-4.541,1,0.0553,0.19399999999999998,0.0,0.0982,0.33399999999999996,108.96700000000001,162945,4
38,04wfNcEn5fPqJvjyPWGfZi,Hinder,Better Than Me,Extreme Behavior (Deluxe Edition),0,0.444,0.6809999999999999,2,-5.2989999999999995,0,0.0288,0.19399999999999998,0.0,0.14300000000000002,0.261,139.937,222133,4
39,05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,World War Joy,11,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.00299999999999,217653,4
40,05IyD7K9Q4lgu8W4Xfi9Lx,Kasbo,Found You,Found You,60,0.478,0.634,0,-6.0920000000000005,1,0.0728,0.395,0.00889,0.599,0.121,180.185,196010,4
41,05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,Hard To Handle,Shake Your Money Maker,69,0.599,0.79,4,-3.58,1,0.043,0.00257,0.0018100000000000002,0.312,0.961,103.78299999999999,188067,4
42,05QSh6nyG3AEBVUTrJPgIk,Bogenhausen,Take Me Higher,Take Me Higher,31,0.609,0.85,9,-4.037,0,0.0739,0.0405,0.0,0.0853,0.579,120.906,196634,4
43,05aZ9sAU1YXndHv0FMi9iW,Drake,Demons (feat. Fivio Foreign & Sosa Geek),Dark Lane Demo Tapes,74,0.5429999999999999,0.7659999999999999,0,-3.387,0,0.34299999999999997,0.423,0.0,0.155,0.7290000000000001,106.869,204805,3
44,05jD96Nz4dxIQ6ov01oBZa,Tiësto,Dawnbreaker,I Like It Loud EP,0,0.315,0.8909999999999999,9,-3.487,0,0.0568,0.000641,1.25e-06,0.41,0.11900000000000001,126.022,158650,4
45,05mAIVLkIWc2d1UBYZBCp8,Charli XCX,1999,1999,66,0.7390000000000001,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.22899999999999998,0.659,124.016,189000,4
46,05oQCqMlB0VyTcFqo9TZSx,Young M.A,Same Set,Herstory,41,0.831,0.5770000000000001,1,-4.185,0,0.504,0.473,1.39e-06,0.152,0.40700000000000003,157.969,190161,4
47,05w2atLS1gnWcjCRWWLphI,Luca Schreiner,Keep This Fire Burning,Keep This Fire Burning,20,0.48100000000000004,0.86,7,-4.158,0,0.131,0.0958,0.0,0.154,0.21,119.956,202200,4
48,069VGijrAsQVSY9ihFv1Px,Yelawolf,Best Friend,Love Story,63,0.75,0.9059999999999999,0,-5.0280000000000005,1,0.0477,0.0174,0.0,0.0551,0.562,135.96,314280,4
49,06Dw1I7Zc20StI8riCsNxY,Immortal Technique,Revolutionary Intro,Revolutionary Vol. 2,0,0.0,0.631,8,-12.290999999999999,1,0.0,0.991,0.00966,0.188,0.0,0.0,11933,0
50,06R0AVKrZM91OJf1ubm80d,Clean Bandit,Symphony (feat. Zara Larsson) - Acoustic Version,Symphony (feat. Zara Larsson) [Acoustic],53,0.527,0.322,3,-7.146,1,0.0484,0.833,0.0,0.0962,0.344,82.631,216413,5
51,06UZYUYbMqpaawLgoKwSw9,Drake,Doing It Wrong,Take Care (Deluxe),47,0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.10800000000000001,0.12300000000000001,101.275,265120,4
52,06cu3EF2msKUEy0kCaY8tR,The Knocks,Kiss The Sky (feat. Wyclef Jean),55,50,0.687,0.861,5,-3.7569999999999997,1,0.0451,0.00023799999999999998,0.0161,0.26,0.377,100.015,215320,4
53,06qKsOkkOeZzGyciSEuyJb,Fifth Harmony,The Life,7/27 (Deluxe),52,0.7390000000000001,0.762,0,-5.632999999999999,1,0.0486,0.171,0.0,0.107,0.7440000000000001,104.0,200893,4
54,07DL2yKR17hiRZba5PfVZN,Camishe,With or Without You - The Distance & Igi Remix,With or Without You (The Distance & Igi Remix),37,0.809,0.575,8,-8.611,1,0.05,0.0167,0.45799999999999996,0.0539,0.29600000000000004,120.024,272000,4
55,07F3PrhWq1rEgTfRuFSAxx,Hedley,Lose Control,Hello,41,0.665,0.778,5,-4.42,0,0.0494,0.151,0.0,0.13699999999999998,0.852,119.97399999999999,226693,4
56,07GilNHSfS5oicUgHgU7VG,Drake,Hype,Views,47,0.787,0.635,4,-8.282,0,0.153,0.0255,0.0,0.35600000000000004,0.23800000000000002,130.014,209413,4
57,07GxCQfouMr15u5Zj7Gqs7,Hopsin,Twisted,No Shame,51,0.675,0.8640000000000001,1,-3.8789999999999996,1,0.10400000000000001,0.126,0.00048600000000000005,0.209,0.863,140.018,259423,4
58,07ROj6b3ebmFT98EgSMDpw,Steff da Campo,In & Out Of My Life - Jake Tarry Remix,In & Out Of My Life (Jake Tarry Remix),54,0.685,0.9309999999999999,10,-5.011,0,0.0601,0.12,0.0109,0.0551,0.36,124.00200000000001,172258,4
59,07SUu4df07BAIDZeYXhj2Q,Dagny,Fool's Gold,Fool's Gold,0,0.547,0.894,5,-5.226,0,0.0734,0.00504,0.00503,0.109,0.55,124.045,239760,4
60,07WEDHF2YwVgYuBugi2ECO,Example,Kickstarts,Won't Go Quietly,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.059,181827,4
61,07oiSjg6TiehyOS3pRJo0l,Carnage,I Like Tuh,I Like Tuh,45,0.598,0.564,1,-3.89,0,0.0684,0.337,0.0,0.379,0.546,174.90900000000002,187561,4
62,07pJdL0L9XDGW0HBj0rIS2,MadeinTYO,Skateboard P (feat. Big Sean),Skateboard P (feat. Big Sean),63,0.831,0.47,1,-7.48,0,0.425,0.0371,0.0,0.14400000000000002,0.33899999999999997,75.47399999999999,242307,4
63,07q0QVgO56EorrSGHC48y3,KISS,I Was Made For Lovin' You,Dynasty,78,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
64,0832Tptls5YicHPGgw7ssP,The Rolling Stones,Beast Of Burden - Remastered,Some Girls,0,0.7859999999999999,0.87,1,-3.875,0,0.0316,0.413,0.0004940000000000001,0.0389,0.8640000000000001,100.66,265173,4
65,08Bfk5Y2S5fCxgxk371Eel,Rihanna,S&M,Loud,56,0.7659999999999999,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.10400000000000001,0.833,127.96600000000001,243533,4
66,08L9CqE2FlJcOe4kzr95Pz,Dasco,Everybody Like! (feat. Tristan Henry),Everybody Like! (feat. Tristan Henry),42,0.701,0.718,11,-5.499,0,0.0461,0.0317,0.0189,0.262,0.529,124.01299999999999,164671,4
67,08PLAqCZjNbSWFApaxZbIR,Merk & Kremont,KIDS - MorganJ Remix,KIDS (MorganJ Remix),26,0.743,0.8490000000000001,4,-4.141,0,0.0625,0.0265,2.96e-06,0.257,0.564,123.988,167419,4
68,08ZZqyOaZ4ntAmBY6A32qL,Metallica,Hardwired,Hardwired…To Self-Destruct (Deluxe),43,0.13,0.991,11,-3.1260000000000003,1,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,191332,4
69,08bNPGLD8AhKpnnERrAc6G,Marshmello,FRIENDS,FRIENDS,82,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4
70,08cXy6KUizaAelYXtcew3w,Milo Greene,1957,Milo Greene,60,0.38799999999999996,0.595,1,-9.799,1,0.0325,0.6629999999999999,5.5799999999999994e-05,0.17800000000000002,0.596,190.043,204213,4
71,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,Back In Black,Back In Black,83,0.31,0.7,9,-5.678,1,0.047,0.011000000000000001,0.00965,0.0828,0.763,188.386,255493,4
72,08uGhvS5MfBk7crUCpnjva,Jamie Foxx,Blame It,Intuition,66,0.6729999999999999,0.614,7,-5.426,1,0.10300000000000001,0.0782,0.0,0.139,0.36200000000000004,176.05200000000002,289747,4
73,08wJ1B9yu9sPeoRa5fbpr3,Brothers Osborne,It Ain't My Fault,Pawn Shop,66,0.735,0.831,9,-5.898,1,0.0332,0.0016600000000000002,0.217,0.29100000000000004,0.7559999999999999,123.01700000000001,216800,4
74,08zJpaUQVi9FrKv2e32Bah,Jeremih,Planez,Late Nights: The Album,72,0.688,0.556,6,-7.7379999999999995,1,0.264,0.7,1.87e-06,0.10800000000000001,0.41600000000000004,129.336,240320,4
75,091v7TIPqq4LeZFFEQapev,LÉON,You And I - R3HAB Remix,You And I (R3HAB Remix),49,0.597,0.735,4,-5.122999999999999,1,0.0416,0.0485,0.0,0.371,0.188,126.037,179048,4
76,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,Purpose (Deluxe),80,0.654,0.76,0,-3.6689999999999996,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
77,09DIDyS6p71dhR9AB5H5J0,Saxity,Complicated (KRIK. Remix),Complicated (KRIK. Remix),45,0.746,0.818,11,-5.306,0,0.0439,0.00021600000000000002,0.000123,0.6729999999999999,0.316,124.089,172318,4
78,09IStsImFySgyp0pIQdqAc,Zedd,The Middle,The Middle,83,0.753,0.657,7,-3.0610000000000004,1,0.0449,0.171,0.0,0.11199999999999999,0.43700000000000006,107.01,184732,4
79,09ScsbB2UDlgxanSwVMogy,Location,Huldas Chemistry,Drop The Silence,34,0.7929999999999999,0.529,6,-12.827,0,0.0718,0.0295,0.9109999999999999,0.10099999999999999,0.0362,122.038,318699,4
80,09T6mVuYUjYyElPYf0ERSa,Galantis,Runaway (U & I) - East & Young Remix,Runaway (U & I) [Remixes],32,0.679,0.856,6,-4.518,1,0.0307,0.00046399999999999995,0.251,0.0479,0.466,126.00299999999999,274268,4
81,09oZ9eXQ2fo6YDrPzJqAoP,Khalid,Outta My Head (with John Mayer),Free Spirit,71,0.7290000000000001,0.545,0,-7.818,1,0.0316,0.0174,0.00027400000000000005,0.369,0.514,103.012,177067,4
82,09yhMTRqQ1I1dniu3PoIQi,Lost Kings,Don't Kill My High,Paper Crowns (Deluxe),66,0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333,4
83,0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,Moonlight,Moonlight,75,0.813,0.7609999999999999,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.95700000000001,173067,4
84,0A5go0YrRvse0ufcqAjF5o,Willa,Hey,Criminals + Dreamers,24,0.736,0.647,5,-5.5089999999999995,1,0.048,0.000729,0.515,0.16899999999999998,0.738,119.99,217364,4
85,0AKejOKlGdiB53QpwAeenO,Maroon 5,Don't Wanna Know,Don't Wanna Know,1,0.777,0.627,7,-6.142,1,0.0792,0.35600000000000004,0.0,0.0956,0.444,100.054,214480,4
86,0AOvNRgl0SMfOibWA5bP8o,Kendrick Lamar,Money Trees,"good kid, m.A.A.d city (Deluxe)",64,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.22399999999999998,0.344,71.994,386907,4
87,0AWYvdcS6N463VlsbrzijH,Foals,The Runner,The Runner,50,0.513,0.953,2,-2.6260000000000003,0,0.0539,0.0148,3.0299999999999998e-05,0.11199999999999999,0.466,104.022,261937,4
88,0AfYeE3bfJRcq9J2hUJXmM,MARINA,How to Be a Heartbreaker,How to Be a Heartbreaker,62,0.69,0.897,11,-4.696000000000001,0,0.0506,0.0142,0.0,0.10800000000000001,0.8490000000000001,140.05,221493,4
89,0AhJag7VI8uFf3mJFsTwvf,Lil Uzi Vert,I Can Show You,Eternal Atake (Deluxe) - LUV vs. The World 2,65,0.8170000000000001,0.6559999999999999,10,-7.086,0,0.27699999999999997,0.051,0.0,0.115,0.314,139.915,120076,4
90,0ArBRpXrs9AcKy8gutwAOt,Mernuve,Source,Source,45,0.721,0.157,7,-19.597,1,0.0357,0.49,0.95,0.0962,0.17,92.741,146390,4
91,0AtP8EkGPn6SwxKDaUuXec,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),No.6 Collaborations Project,73,0.852,0.6659999999999999,11,-6.922999999999999,0,0.184,0.135,0.0,0.7979999999999999,0.726,91.046,207760,4
92,0AuFxpp4TJyybt9vv5fUnQ,Excision,Home,Apex,46,0.38,0.799,1,-2.4730000000000003,1,0.0604,0.039,1.05e-05,0.10099999999999999,0.18100000000000002,75.58800000000001,237417,4
93,0B2HnnuM1eV2zbJCAObyPN,Youngin Able,Cartiflow2000++,Cartiflow2000++,18,0.6970000000000001,0.5710000000000001,8,-8.896,0,0.0603,0.0523,0.0,0.135,0.845,152.05700000000002,97933,4
94,0B5OTb36fzLayn6XQHg5A1,Drake,Scholarships,What A Time To Be Alive,59,0.7390000000000001,0.41600000000000004,0,-9.318999999999999,0,0.285,0.0966,1.27e-05,0.1,0.259,109.16799999999999,209288,4
95,0B8JDKazrJlFDyBo84MimI,2 Chainz,Wut We Doin?,Based On A T.R.U. Story (Deluxe),29,0.893,0.584,3,-4.692,1,0.085,0.1,0.0,0.0583,0.406,132.086,265680,4
96,0B8QzDH7YWih85V5SEMnyJ,Lil Uzi Vert,Money Longer,Lil Uzi Vert vs. The World,75,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.10800000000000001,0.478,136.173,198944,4
97,0BBOLOV5JntPL3341swIre,Kevin Lyttle,Turn Me On,Kevin Lyttle (US Domestic Release),66,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,192107,4
98,0BCUve4b3KySD9Sk8CMZ2i,Conor Matthews,Older,Balloons,61,0.5479999999999999,0.654,4,-4.599,1,0.0313,0.113,0.0,0.24100000000000002,0.317,85.023,200824,4
99,0BH3j29QDLUzgEhXkQcMPO,Beast In Black,Die by the Blade,Die by the Blade,0,0.552,0.8640000000000001,8,-6.523,0,0.0375,0.0009310000000000001,0.0199,0.0856,0.898,140.986,194838,4
100,0BOmhIfS7TcFPXxwfj259u,Devender Pal Singh,Bijlee Giregi,"Bijlee Giregi (From ""Manmarziyaan"") - Single",19,0.82,0.618,9,-4.561,0,0.0488,0.0312,4.94e-05,0.0904,0.542,131.986,221549,4
101,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,The Anthem,The Young and The Hopeless,74,0.494,0.9390000000000001,1,-3.127,1,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999998,175093,4
102,0Ba0z2mVhJ3aZIw7wVCbLr,vxr,Gold,Gold,44,0.732,0.455,0,-11.949000000000002,1,0.35100000000000003,0.0468,0.000331,0.0534,0.705,160.059,96026,4
103,0BaDo31puylWi3mAdRSCJO,JAY-Z,Public Service Announcement (Interlude),The Black Album,46,0.449,0.96,1,-1.123,1,0.634,0.344,1.67e-05,0.484,0.425,177.547,172600,4
104,0BaUKOiD2Z1HqOv0CLBhUd,Carson McHone,Maybe They're Just Really Good Friends,Goodluck Man,0,0.636,0.595,4,-7.824,1,0.0275,0.0275,0.00158,0.0636,0.94,153.27100000000002,139400,4
105,0BgRaFy7qnwT1PuUmSTFkf,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),Stereo Hearts (feat. Adam Levine),56,0.6459999999999999,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,210960,4
106,0ByMNEPAPpOR5H69DVrTNy,Rihanna,Don't Stop The Music,Good Girl Gone Bad: Reloaded,77,0.835,0.669,6,-5.582000000000001,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.66799999999999,267080,4
107,0ByVaTwUoxD8lTUBtuR6dy,Mabryx,My Affection,My Affection,39,0.5529999999999999,0.765,6,-6.834,0,0.0564,0.267,0.0011300000000000001,0.129,0.0859,124.07600000000001,191663,4
108,0C0HwQr9vDg1nR98SHnrPL,MOTi,Stay (feat. Alida),Stay (feat. Alida),46,0.675,0.82,5,-4.743,0,0.0541,0.121,5.45e-06,0.47100000000000003,0.48,127.914,122344,4
109,0C6BYlsXKgAQPnMfbYOnV4,Jason Derulo,Trumpets,Tattoos (Special Edition),58,0.627,0.703,0,-4.8839999999999995,1,0.23600000000000002,0.563,0.0,0.0962,0.64,81.89699999999999,217307,4
110,0C80GCp0mMuBzLf3EAXqxv,AC/DC,Shoot to Thrill,Back In Black,73,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.03799999999998,317427,4
111,0C80KJWvQWIGjbOiIurV1W,Ne-Yo,Because Of You,Because Of You,0,0.81,0.5379999999999999,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4
112,0CAfXk7DXMnon4gLudAp7J,Flo Rida,Low (feat. T-Pain),Mail on Sunday,80,0.9179999999999999,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.00799999999998,231400,4
113,0COqiPhxzoWICwFCS4eZcp,Evanescence,Bring Me To Life,Fallen,79,0.331,0.943,4,-3.188,0,0.0698,0.007209999999999999,2.06e-06,0.242,0.29600000000000004,94.61200000000001,235893,4
114,0CjJqkWOpIUXdem5hUcxAk,Kendrick Lamar,Momma,To Pimp A Butterfly,58,0.615,0.743,1,-4.58,1,0.325,0.254,0.0,0.665,0.515,111.914,283120,5
115,0CoSBNNeO8JgayAfLttECk,Ever So Blue,Onthou,Traces,69,0.307,0.05,0,-27.964000000000002,1,0.0345,0.996,0.94,0.105,0.41,138.484,128333,4
116,0Cq3caJ99lSUgDutTyTRM9,Midsplit,Light Me Up,Light Me Up,21,0.569,0.6970000000000001,11,-6.0360000000000005,1,0.0368,0.0154,0.00020899999999999998,0.46799999999999997,0.45799999999999996,139.889,149165,4
117,0CquBljEb9C5Bui75A3T4L,Jennifer Lopez,Let's Get Loud,Dance Again...The Hits,41,0.821,0.9390000000000001,5,-4.8069999999999995,0,0.0515,0.139,0.00019099999999999998,0.33299999999999996,0.925,130.98,238227,4
118,0Cw5iiA8OHWIhuIIA8u8N5,Roy Jones Jr.,"Go Hard, Go Home (feat. Giz, Swellz & Choppa)","Body Head Bangerz, Vol. 1",59,0.595,0.7140000000000001,1,-5.705,1,0.0609,0.0381,0.0,0.08,0.141,88.449,325333,4
119,0D21XvHcVsIvJM6FcGY2BT,Young M.A,OOOUUU,OOOUUU,60,0.64,0.8190000000000001,7,-4.1080000000000005,1,0.455,0.5329999999999999,0.0,0.156,0.623,166.012,234526,4
120,0D4Q3WAEpnT2fDNsfCJenV,Robin Knaak,The One,The One,50,0.8029999999999999,0.5710000000000001,3,-7.597,0,0.107,0.10099999999999999,0.0,0.142,0.386,121.975,183689,4
121,0D5CXSUx8GOCHSY8KWgi9h,Logic,Yuck,Bobby Tarantino II,57,0.619,0.7979999999999999,11,-5.517,0,0.381,0.168,0.0,0.17,0.71,156.151,173693,4
122,0DPxLNnlBhsxy3ntRZZiRG,Zonderling,Spotlight,Spotlight,46,0.711,0.84,1,-3.997,1,0.213,0.0262,0.00028,0.0915,0.331,123.97,230806,3
123,0Dc7J9VPV4eOInoxUiZrsL,Jeremih,Don't Tell 'Em,Late Nights: The Album,72,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,266840,4
124,0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human,Happiness Begins,79,0.795,0.496,0,-5.882999999999999,1,0.0722,0.10800000000000001,0.0,0.0645,0.8740000000000001,94.01,183000,4
125,0Do59HJNKcUliLc888Y2eT,Jon Bellion,Woodstock (Psychedelic Fiction),Woodstock (Psychedelic Fiction),49,0.752,0.638,0,-6.184,1,0.0608,0.462,4.68e-06,0.0597,0.6990000000000001,134.01,282500,4
126,0DpCrXFRwEYVl8dmlj4fzr,Christian French,Done from the Start,Done from the Start,46,0.726,0.524,7,-4.257,1,0.10400000000000001,0.326,0.0,0.171,0.5,95.02799999999999,238743,4
